timestamp,test-class,test-method,time,description,result
"2022-05-29 17:42:05.618","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",15535,""[1] recordIndex=0, title=Chimpun1, description=A complete chimpum, code=PATTERN, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, budget=EUR 250.00, creationMoment=2021/12/01 12:00, link=https://www.tool.com"","OK"
"2022-05-29 17:42:13.455","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",7058,""[2] recordIndex=1, title=Chimpun2, description=a chimpum, code=PATTERN, startDate=2020/12/31 15:36, finishDate=2021/12/30 22:47, budget=EUR 50.00, creationMoment=2021/12/01 12:00, link=null"","Expected value 'null' in input box 'link', but '' was found"
