timestamp,test-class,test-method,time,description,result
"2022-05-29 17:36:45.33","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",8151,""[1] recordIndex=0, title=PATTERN, description=Chimpun1, code=A complete chimpum, startDate=https://www.tool.com, finishDate=EUR 250.00, budget=2021/12/31 12:00, creationMoment=2022/12/31 15:00, link=2021/12/01 12:00"","Expected value 'PATTERN' in attribute 0 of record 0, but found 'Chimpun1'"
"2022-05-29 17:36:49.588","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",3545,""[2] recordIndex=1, title=PATTERN, description=Chimpun2, code=a chimpum, startDate=null, finishDate=EUR 50.00, budget=2020/12/31 15:36, creationMoment=2021/12/30 22:47, link=2021/12/01 12:00"","Expected value 'PATTERN' in attribute 0 of record 1, but found 'Chimpun2'"
