timestamp,test-class,test-method,time,description,result
"2022-05-29 17:30:05.426","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",30,""[1] recordIndex=0, title=Chimpun1, description=A complete chimpum"","No ParameterResolver registered for parameter [final java.lang.String code] in method [public void acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest.positive(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)]."
"2022-05-29 17:30:06.181","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",1,""[2] recordIndex=1, title=Chimpun2, description=a chimpum"","No ParameterResolver registered for parameter [final java.lang.String code] in method [public void acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest.positive(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)]."
