timestamp,test-class,test-method,time,description,result
"2022-05-31 20:08:32.178","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",14417,""[1] recordIndex=0, title=Chimpun1, description=A complete chimpum, code=PATTERN || 01/12/21, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, budget=EUR 250.00, creationMoment=2021/12/01 12:00, link=https://www.tool.com"","OK"
"2022-05-31 20:08:41.13","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",8392,""[2] recordIndex=1, title=Chimpun2, description=a chimpum, code=PATTERN || 01/12/21, startDate=2020/12/31 15:36, finishDate=2021/12/30 22:47, budget=EUR 50.00, creationMoment=2021/12/01 12:00, link=null"","OK"
"2022-05-31 20:08:48.228","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","negative",6554,""[1] recordIndex=0, title=Chimpun1, description=A complete chimpum, code=PATTERN || 01/12/21, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, budget=EUR 250.00, link=2021/12/01 12:00"","OK"
"2022-05-31 20:08:54.938","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","negative",6189,""[2] recordIndex=1, title=Chimpun2, description=a chimpum, code=PATTERN || 01/12/21, startDate=2020/12/31 15:36, finishDate=2021/12/30 22:47, budget=EUR 50.00, link=2021/12/01 12:00"","OK"
