timestamp,test-class,test-method,time,description,result
"2022-05-31 19:48:40.445","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",14503,""[1] recordIndex=0, title=Chimpun1, description=A complete chimpum, code=PATTERN || 01/12/21, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, budget=EUR 250.00, creationMoment=2021/12/01 12:00, link=https://www.tool.com"","OK"
"2022-05-31 19:48:50.002","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",8810,""[2] recordIndex=1, title=Chimpun2, description=a chimpum, code=PATTERN || 01/12/21, startDate=2020/12/31 15:36, finishDate=2021/12/30 22:47, budget=EUR 50.00, creationMoment=2021/12/01 12:00, link=null"","OK"
"2022-05-31 19:48:57.05","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","negative",6436,""[1] recordIndex=0, title=Chimpun1, description=A complete chimpum, code=PATTERN || 01/12/21, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, budget=EUR 250.00, link=2021/12/01 12:00"","OK"
"2022-05-31 19:49:03.569","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","negative",6031,""[2] recordIndex=1, title=Chimpun2, description=a chimpum, code=PATTERN || 01/12/21, startDate=2020/12/31 15:36, finishDate=2021/12/30 22:47, budget=EUR 50.00, link=2021/12/01 12:00"","OK"
