timestamp,simple-path,time
"2022-05-31 19:50:08.367","/master/welcome",7922
"2022-05-31 19:50:09.152","/master/welcome",636
"2022-05-31 19:50:09.754","/master/welcome",553
"2022-05-31 19:50:10.516","/master/welcome",690
"2022-05-31 19:50:11.122","/master/welcome",539
"2022-05-31 19:50:11.839","/master/welcome",652
"2022-05-31 19:50:12.374","/master/welcome",470
