timestamp,test-class,test-method,time,description,result
"2022-05-29 20:50:53.984","acme.testing.inventor.CHIMPUM.InventorCHIMPUMUpdateTest","positive",10272,""[1] recordIndex=0, title=Chimpun3, description=A third chimpum, code=PATTERN, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, budget=EUR 25.00, link=https://www.prueba.com"","Element is read-only: <input id="code" class="form-control" name="code" type="text">
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'DESKTOP-UDQDLDQ', ip: '192.168.1.19', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_281'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 100.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20220519220738, moz:geckodriverVersion: 0.30.0, moz:headless: false, moz:processID: 8364, moz:profile: C:\Users\david\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 34cc887b-82e8-4289-aeda-d104877ec38d"
"2022-05-29 20:50:58.847","acme.testing.inventor.CHIMPUM.InventorCHIMPUMUpdateTest","negative",4114,""[1] recordIndex=0, title=null, description=A third chimpum, code=PATTERN, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, budget=EUR 25.00, link=https://www.prueba.com"","Element is read-only: <input id="code" class="form-control" name="code" type="text">
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'DESKTOP-UDQDLDQ', ip: '192.168.1.19', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_281'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 100.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20220519220738, moz:geckodriverVersion: 0.30.0, moz:headless: false, moz:processID: 8364, moz:profile: C:\Users\david\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 34cc887b-82e8-4289-aeda-d104877ec38d"
"2022-05-29 20:51:04.661","acme.testing.inventor.CHIMPUM.InventorCHIMPUMUpdateTest","negative",5273,""[2] recordIndex=1, title=Chimpun5, description=null, code=PATTERN, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, budget=EUR 25.00, link=https://www.prueba.com"","Element is read-only: <input id="code" class="form-control" name="code" type="text">
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'DESKTOP-UDQDLDQ', ip: '192.168.1.19', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_281'
Driver info: org.openqa.selenium.firefox.FirefoxDriver
Capabilities {acceptInsecureCerts: true, browserName: firefox, browserVersion: 100.0.2, javascriptEnabled: true, moz:accessibilityChecks: false, moz:buildID: 20220519220738, moz:geckodriverVersion: 0.30.0, moz:headless: false, moz:processID: 8364, moz:profile: C:\Users\david\AppData\Loca..., moz:shutdownTimeout: 60000, moz:useNonSpecCompliantPointerOrigin: false, moz:webdriverClick: true, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10.0, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 34cc887b-82e8-4289-aeda-d104877ec38d"
