timestamp,test-class,test-method,time,description,result
"2022-05-29 17:39:03.828","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",10409,""[1] recordIndex=0, title=Chimpun1, description=A complete chimpum, code=PATTERN, startDate=https://www.tool.com, finishDate=EUR 250.00, budget=2021/12/31 12:00, creationMoment=2022/12/31 15:00, link=2021/12/01 12:00"","Expected value 'https://www.tool.com' in input box 'startDate', but '2021/12/31 12:00' was found"
"2022-05-29 17:39:09.799","acme.testing.inventor.CHIMPUM.InventorCHIMPUMShowTest","positive",5398,""[2] recordIndex=1, title=Chimpun2, description=a chimpum, code=PATTERN, startDate=null, finishDate=EUR 50.00, budget=2020/12/31 15:36, creationMoment=2021/12/30 22:47, link=2021/12/01 12:00"","Expected value 'null' in input box 'startDate', but '2020/12/31 15:36' was found"
